treatment,outcome,bathrooms,bedrooms,condition,floors,grade,sqft_above,sqft_basement,sqft_living,sqft_living15,sqft_lot,sqft_lot15,view,waterfront,yr_built,yr_renovated
0,390000,1.0,3,4,1.0,7,1040,0,1040,1450,8075,8075,0,0,1961,0
0,350000,2.25,3,4,2.0,8,1640,0,1640,1830,7200,8372,0,0,1985,0
0,561000,2.25,3,4,2.0,8,1640,0,1640,1830,7200,8372,0,0,1985,0
0,475000,1.75,3,3,1.0,7,1260,0,1260,1320,10065,10278,0,0,1954,2014
0,290000,1.75,3,4,1.0,7,1090,500,1590,1540,13500,10375,0,0,1980,0
0,199000,2.5,3,3,1.0,7,1330,420,1750,1670,6725,7744,0,0,1993,0
0,279900,2.5,4,3,2.0,7,1770,0,1770,1770,4338,6606,0,0,2001,0
0,615000,2.25,4,3,1.0,9,2360,0,2360,2650,15860,11798,0,0,1977,0
0,268000,1.75,3,3,1.0,8,1180,800,1980,2090,12543,8539,0,0,1978,0
0,1180000,2.25,5,5,2.0,9,2470,800,3270,3690,16553,17916,2,0,1968,0
0,195000,2.0,3,3,1.5,6,1230,0,1230,1080,8235,10281,0,0,1959,0
0,255000,1.75,5,5,1.0,7,1170,800,1970,1910,8925,8025,0,0,1977,0
0,339000,2.0,3,4,1.0,7,1329,650,1979,1650,8470,8591,2,0,1956,0
0,429900,1.5,4,4,1.0,8,1190,630,1820,1890,17918,15241,0,0,1962,0
0,457500,1.0,3,4,1.0,7,1210,0,1210,1530,7636,5900,0,0,1952,0
0,225000,1.0,2,5,1.0,7,1040,0,1040,1300,11500,11954,0,0,1947,0
0,580000,2.25,3,4,1.0,7,1220,450,1670,1710,7416,7416,0,0,1974,0
0,966000,4.5,5,3,2.0,10,3810,0,3810,3390,8019,7713,0,0,2008,0
0,240000,1.75,4,3,1.0,7,1010,1010,2020,2240,10332,8379,0,0,1954,0
0,319000,1.5,3,4,1.0,7,1110,900,2010,1900,10100,10100,0,0,1964,0
0,250000,1.0,1,2,1.0,6,680,120,800,1270,16306,8666,0,0,1931,0
0,815000,2.0,3,4,1.0,9,2270,0,2270,2880,11989,12439,0,0,1968,0
0,254500,2.75,4,3,2.0,8,1720,850,2570,2420,7264,7911,0,0,1998,0
0,210000,2.5,3,3,2.0,7,1610,0,1610,1680,6732,7414,0,0,1994,0
0,349950,2.5,3,3,2.0,7,2140,0,2140,1990,7715,7628,0,0,1991,0
0,420000,1.5,3,4,1.0,7,1030,750,1780,1780,5000,7500,4,0,1958,0
0,607000,1.0,3,4,1.0,7,1230,0,1230,2220,8114,8114,0,0,1951,0
0,650000,1.75,4,4,1.0,7,1180,720,1900,2060,10454,11325,0,0,1954,0
0,283000,1.0,3,4,1.0,6,890,0,890,1850,8400,5565,0,0,1954,0
0,560000,2.75,3,5,1.0,7,1140,480,1620,1900,7500,7500,0,0,1979,0
0,765000,2.5,4,3,2.0,10,3360,0,3360,2980,13636,10615,0,0,1987,0
0,610000,2.75,5,4,1.0,9,1520,1410,2930,3070,31411,12378,0,0,1975,0
0,589000,2.5,3,3,1.0,9,1710,1230,2940,2540,4799,4616,0,0,1996,0
0,192500,1.0,3,3,1.5,6,1080,0,1080,1800,8580,12672,0,0,1900,0
0,3200000,3.25,3,3,1.0,11,2760,1800,4560,4060,13363,13362,4,0,1995,0
0,264500,2.25,4,4,1.0,7,1200,860,2060,2110,11385,11385,0,0,1962,0
0,677500,1.75,3,3,1.0,8,2020,0,2020,2370,9718,8604,0,0,1956,0
0,312000,2.25,4,3,1.0,7,1430,500,1930,1714,7452,7200,0,0,1984,0
0,840000,1.75,5,4,1.0,9,1560,940,2500,3370,11617,11617,0,0,1966,0
0,357500,3.5,3,3,2.0,8,2080,0,2080,2080,5100,5100,0,0,2004,0
0,515000,2.75,3,4,2.0,10,3290,0,3290,2600,11441,12070,0,0,1988,0
0,290000,2.0,3,3,1.0,7,1310,0,1310,1100,6265,6360,0,0,1988,0
0,490000,2.5,4,3,1.0,8,1280,840,2120,2350,7820,8605,0,0,1975,0
0,810000,2.0,4,5,1.0,8,1520,1400,2920,2360,10424,10696,0,0,1964,0
0,299999,2.5,3,3,2.0,8,2380,0,2380,2830,9719,11505,0,0,2001,0
0,357000,2.0,3,3,1.0,7,2460,0,2460,2660,53882,32625,4,1,1955,0
0,360000,2.5,4,3,2.0,7,2020,0,2020,2090,7289,7259,0,0,1994,0
0,240000,1.75,3,3,1.0,6,1240,0,1240,1240,10956,8137,0,0,1987,0
0,194000,1.0,3,3,1.0,7,1400,0,1400,1160,7955,14959,0,0,1964,0
0,258950,1.75,3,3,1.0,8,1440,0,1440,1790,8050,7488,0,0,1985,0
0,335000,1.75,3,4,1.0,8,1500,510,2010,1200,9417,8250,0,0,1967,0
0,460000,2.5,5,5,1.0,8,1750,1640,3390,2360,9760,9600,0,0,1978,0
0,440000,2.25,4,3,1.0,8,1080,1080,2160,1850,8119,9000,0,0,1966,0
0,185000,1.5,3,4,2.0,6,1280,0,1280,1150,4031,4500,0,0,1985,0
0,286500,2.0,3,4,1.0,7,1040,800,1840,1600,8140,6720,0,0,1975,0
0,422000,2.5,4,3,2.0,7,3200,0,3200,2610,6691,6510,0,0,2002,0
0,408000,2.25,3,3,2.0,9,2800,0,2800,2800,35362,37058,0,0,1985,0
0,359900,2.5,4,3,2.0,8,2600,0,2600,2610,5188,5188,0,0,2005,0
0,1185000,2.75,4,3,2.0,9,3020,0,3020,3060,8622,14303,0,0,1976,2003
0,355000,1.75,3,3,2.0,7,1870,0,1870,1350,8250,8714,0,0,1956,1979
0,216000,1.75,3,4,1.0,7,1580,0,1580,1580,9705,9942,0,0,1977,0
0,1200000,3.5,4,3,2.0,11,4170,0,4170,4560,9748,10589,0,0,2004,0
0,1300000,2.5,5,4,2.0,11,4170,0,4170,4670,33310,37960,0,0,1991,0
0,705000,2.75,6,4,1.0,8,1430,1400,2830,2060,10579,10745,0,0,1967,0
0,311000,2.5,4,3,2.0,7,1975,0,1975,1975,8734,8538,0,0,1996,0
0,305000,2.5,4,2,1.0,7,1420,480,1900,1600,7000,7600,0,0,1968,0
0,395000,2.75,4,3,1.5,8,2640,0,2640,2520,35070,34986,0,0,1963,0
0,275000,1.5,4,3,1.0,6,1010,600,1610,1320,6923,7684,0,0,1969,0
0,595000,1.75,4,4,1.0,8,1680,830,2510,2510,8989,8931,0,0,1964,0
0,472000,1.5,3,4,1.0,7,1740,0,1740,1390,9038,9770,0,0,1955,0
0,425000,1.0,3,4,1.0,7,1320,0,1320,1510,7076,9000,0,0,1959,0
0,254000,2.0,3,4,1.0,7,1470,0,1470,1580,7694,7480,0,0,1992,0
0,178500,1.0,3,4,1.0,6,900,0,900,1460,10511,10643,0,0,1961,0
0,968000,2.75,6,5,1.0,9,2070,1540,3610,2890,17580,14060,4,0,1959,0
0,270000,1.75,3,4,1.0,7,1420,1420,2840,1650,9800,9590,0,0,1977,0
0,198000,1.5,3,3,1.0,7,820,610,1430,1430,7347,8723,0,0,1980,0
0,190000,2.5,2,3,2.0,7,1370,0,1370,1370,3438,2308,0,0,1987,0
0,629000,2.25,4,3,1.0,8,1280,620,1900,2330,11171,9934,0,0,1984,0
0,272000,0.75,1,3,1.0,7,580,460,1040,1560,6034,5650,1,0,1991,0
0,510000,2.0,3,5,1.0,7,1990,0,1990,2120,7405,6462,0,0,1971,0
0,790000,2.75,4,3,2.0,10,2640,0,2640,2980,9000,9137,0,0,1990,0
0,695000,1.75,5,5,2.0,8,1790,0,1790,1840,9335,9612,0,0,1952,0
0,300000,1.75,3,4,1.0,7,1130,600,1730,1950,6900,7200,0,0,1976,0
0,320000,1.5,4,4,1.0,7,1100,0,1100,1380,11824,11796,0,0,1954,0
0,342500,2.25,5,4,1.0,7,1050,1050,2100,2100,10726,10726,0,0,1963,0
0,1730000,3.5,5,3,2.0,10,3410,1590,5000,3360,26540,17398,3,0,2008,0
0,218000,1.0,3,3,1.0,7,980,0,980,1430,12812,8986,0,0,1956,0
0,840000,2.75,4,3,2.0,11,3040,0,3040,3830,13559,12202,0,0,2003,0
0,205000,1.75,4,4,1.5,7,1850,0,1850,1750,65340,40946,0,0,1972,0
0,205000,2.5,3,2,2.0,7,1600,0,1600,1410,7295,9000,0,0,1993,0
0,510000,2.5,4,3,2.0,7,3180,0,3180,2610,5405,5403,0,0,2001,0
0,400000,1.0,2,3,1.5,6,1140,0,1140,1580,101529,101529,0,0,1932,0
0,245000,2.0,3,4,1.0,8,1470,0,1470,1980,8000,8000,0,0,1974,0
0,191950,2.5,2,3,2.0,7,1390,0,1390,1390,1302,2052,0,0,1987,0
0,455000,2.5,4,3,2.0,8,2440,0,2440,2260,5001,5001,0,0,2005,0
0,250000,2.25,3,4,2.0,7,1640,0,1640,1230,4420,6632,0,0,1918,1983
0,294000,3.0,3,3,1.5,7,1140,530,1670,1010,4120,4120,0,0,1929,2012
0,219950,1.5,3,3,1.0,7,1200,0,1200,2120,8404,12000,0,0,1964,0
0,170000,1.0,3,3,1.0,7,1250,0,1250,1510,7015,11460,0,0,1958,0
0,489950,2.25,4,4,1.0,9,2640,0,2640,2780,31941,35365,0,0,1986,0
0,319950,2.5,3,3,2.0,7,1700,0,1700,1950,7000,7000,0,0,1996,0
0,648000,1.75,3,5,1.0,8,1610,0,1610,2270,10229,8800,0,0,1961,0
0,255000,2.5,3,3,2.0,8,1720,0,1720,1720,6194,6211,0,0,1998,0
0,622000,1.75,4,5,1.0,8,1510,1510,3020,2230,10714,14400,0,0,1958,0
0,215000,1.0,3,4,1.0,7,1180,0,1180,1290,9000,8316,0,0,1970,0
0,245000,2.25,3,3,1.0,7,930,420,1350,1460,6775,7210,0,0,1981,0
0,400000,2.5,6,4,1.0,8,1530,1530,3060,2690,17112,16038,0,0,1967,0
0,126000,1.0,1,3,1.0,5,610,0,610,1090,4400,4930,0,0,1922,0
0,850000,1.0,4,3,1.5,7,2500,0,2500,2880,35802,40510,0,0,1955,0
0,299950,2.5,3,3,2.0,7,1780,0,1780,3050,4650,3848,0,0,2011,0
0,447000,2.25,3,3,2.0,7,1520,0,1520,1530,14080,9758,0,0,1984,0
0,206000,1.0,3,4,1.0,7,1320,0,1320,1320,9239,8415,0,0,1968,0
0,302500,2.5,4,3,2.0,8,1990,0,1990,1850,5511,6031,0,0,1994,0
0,1250000,4.25,4,3,2.0,9,3080,1900,4980,2840,13000,11308,3,0,1982,0
0,250000,2.0,3,3,2.0,7,1440,0,1440,1480,5457,6286,0,0,1986,0
0,435000,2.5,4,3,2.0,7,2440,0,2440,2440,5350,5090,0,0,2003,0
0,160000,2.25,4,3,1.0,7,1440,360,1800,2400,14722,10000,0,0,1962,0
0,206000,1.0,2,5,1.0,6,810,0,810,1090,7158,7158,0,0,1944,0
0,350000,1.5,3,5,1.0,7,1550,0,1550,1550,40752,8000,0,0,1954,0
0,419000,3.0,5,3,2.0,7,2190,0,2190,1440,9652,6710,0,0,1999,0
0,232000,1.5,3,3,1.0,7,1460,0,1460,1510,15000,15000,0,0,1966,0
0,168000,1.5,3,4,1.0,6,1370,0,1370,2350,7439,3370,0,0,1963,0
0,238000,1.5,3,4,1.0,6,1370,0,1370,2350,7439,3370,0,0,1963,0
0,260000,2.5,3,3,2.0,8,1500,0,1500,1720,7401,7171,0,0,1998,0
0,265000,1.75,3,4,1.0,7,1450,0,1450,1520,5858,6573,0,0,1991,0
0,232000,2.0,4,5,1.0,5,1440,0,1440,1500,5911,11089,0,0,1943,0
0,957000,2.25,4,4,1.0,8,1430,1430,2860,2190,11545,11396,0,0,1966,0
0,218000,1.5,3,5,1.0,6,1140,0,1140,980,4875,5070,0,0,1970,0
1,205000,1.5,3,3,1.0,7,1120,0,1120,1260,8366,9000,0,0,1968,0
0,256000,2.5,4,3,2.0,7,2050,0,2050,2030,5787,6615,0,0,2002,0
1,530000,2.25,5,3,1.0,7,1070,1070,2140,1680,7910,8700,0,0,1962,0
0,365000,2.5,4,5,1.0,7,1080,720,1800,1870,5070,5365,0,0,1979,0
0,312000,2.5,4,4,1.0,7,1290,500,1790,1730,10584,9120,0,0,1981,0
0,510000,2.0,3,4,1.0,8,1410,0,1410,2690,11995,12650,0,0,1965,0
0,512000,2.5,4,3,2.0,9,2550,0,2550,2840,17209,12560,0,0,1996,0
0,362000,2.5,5,3,2.0,8,2880,0,2880,1960,8216,7200,0,0,2001,0
0,375000,1.0,3,4,1.0,7,1040,0,1040,1280,9800,8880,0,0,1955,0
0,364900,2.5,4,3,2.0,9,2490,0,2490,2650,9346,9454,2,0,1996,0
0,250000,2.25,3,3,1.0,7,1620,0,1620,1910,10850,10568,0,0,1966,0
0,206990,1.0,3,5,1.0,6,1330,0,1330,1300,9620,10360,0,0,1976,0
0,319950,2.5,3,3,2.0,8,2240,0,2240,2190,7500,7506,0,0,1985,0
0,205000,2.0,3,3,1.0,8,1800,0,1800,2220,11419,11406,0,0,1989,0
0,335000,2.5,4,3,2.0,7,1980,0,1980,1980,4745,4878,0,0,2004,0
0,330000,2.25,4,4,1.0,7,1170,620,1790,1990,9920,9648,0,0,1969,0
0,1785000,3.5,4,3,1.0,12,2910,2580,5490,4290,14300,13822,4,0,1996,0
0,399000,2.0,3,3,1.0,7,1140,800,1940,1940,16300,11250,0,0,1978,0
0,249900,2.0,3,3,1.0,7,1220,0,1220,1570,6404,7000,0,0,1994,0
0,319000,2.5,4,3,2.0,8,1930,0,1930,2280,8336,7959,0,0,1995,0
0,1600000,3.25,5,3,2.0,12,4320,0,4320,4410,32840,33210,0,0,1990,0
0,305495,1.75,3,4,2.0,7,2110,0,2110,1800,10200,10200,0,0,1966,0
0,199950,2.5,5,4,1.0,7,1740,0,1740,1740,8750,8750,0,0,1959,0
0,1620000,3.25,4,3,2.0,10,3820,0,3820,2440,8114,9195,0,0,2005,0
0,255000,2.25,4,3,2.0,8,1680,0,1680,1678,3179,3590,0,0,2002,0
0,289000,2.25,4,4,1.0,8,1930,0,1930,1930,8925,8400,0,0,1974,0
0,494500,3.0,4,3,2.0,8,2470,1290,3760,1960,8804,7225,0,0,2002,0
0,746000,2.25,3,4,1.0,8,1650,720,2370,1960,9619,9712,0,0,1973,0
0,385000,3.0,4,4,2.0,8,2120,0,2120,2180,13000,11440,0,0,1978,0
0,255000,2.25,3,4,1.0,7,1400,430,1830,1960,7770,7272,0,0,1977,0
0,349900,2.75,4,4,2.0,8,2530,0,2530,2490,13474,13140,0,0,1994,0
0,220000,1.0,3,3,1.0,7,1130,0,1130,1460,12519,12507,0,0,1958,0
0,290000,1.0,2,3,1.0,6,960,0,960,1210,4000,4000,0,0,1918,0
0,332500,2.25,3,3,2.0,7,1800,0,1800,1870,10500,8555,0,0,1995,0
0,289900,1.75,3,5,1.0,7,1220,0,1220,1640,7004,7210,0,0,1966,0
0,367999,2.75,4,4,1.5,8,3430,0,3430,2090,8000,8000,0,0,1972,0
0,380000,2.5,4,3,2.0,7,2320,0,2320,2010,10079,7438,0,0,1994,0
0,975000,4.0,5,3,2.0,10,4850,0,4850,3850,36450,35325,0,0,1977,0
0,215000,2.0,2,3,2.0,6,1180,0,1180,1310,2521,3003,0,0,2005,0
0,254000,1.0,2,3,1.0,6,910,0,910,1460,6000,5800,0,0,1943,0
0,335500,3.0,5,4,1.0,8,1700,540,2240,2280,19090,20000,0,0,1968,0
0,294400,2.5,4,4,2.0,7,1788,0,1788,1700,10183,6600,0,0,1990,0
1,541900,2.5,3,3,2.0,8,1880,0,1880,1840,3054,3815,0,0,1988,0
0,255000,2.5,3,3,2.0,7,1610,0,1610,1680,6176,7414,0,0,1994,0
0,354000,2.5,4,3,2.0,8,2580,0,2580,2900,5476,5476,0,0,2005,0
0,810000,2.75,5,5,1.0,9,2299,1548,3847,2690,17654,15344,2,0,1975,0
0,400000,2.5,4,3,1.5,9,2300,1330,3630,2830,42884,80148,0,0,1979,0
0,879900,2.75,4,3,1.0,10,1840,1740,3580,2910,12000,12428,0,0,1979,0
0,1288000,4.0,5,4,2.0,10,2780,1270,4050,3120,11358,13555,0,0,1980,0
0,902500,3.5,3,3,2.0,10,2130,1110,3240,3180,23522,23273,0,0,1992,0
0,419500,2.5,4,3,2.0,7,2550,0,2550,2560,7200,5715,2,0,2003,0
0,429950,2.5,4,3,2.0,8,2320,0,2320,2330,4524,4524,0,0,2004,0
0,466800,2.5,3,3,2.0,7,1480,0,1480,1660,14250,14250,0,0,1996,0
0,674000,2.5,4,5,1.0,7,1740,1070,2810,1970,11560,11560,0,0,1962,0
0,674950,2.75,3,3,2.0,10,3510,0,3510,2970,92347,37070,0,0,1990,0
0,498500,2.75,5,3,2.0,8,2990,0,2990,2290,7420,7678,0,0,1996,0
0,271920,2.0,3,3,1.0,7,1410,0,1410,2090,10248,9414,0,0,1985,0
0,260250,1.75,3,4,1.0,7,1490,0,1490,1490,8357,7376,0,0,1993,0
0,229000,2.25,4,3,1.0,8,1170,840,2010,1990,7688,7688,0,0,1979,0
1,250000,2.0,3,4,2.0,7,1680,0,1680,1250,7900,15600,0,0,1953,0
0,1030000,2.75,5,3,1.0,9,1690,1500,3190,3100,16920,13100,3,0,1976,0
0,600000,3.25,4,3,2.0,10,3680,1010,4690,2910,14930,13320,2,0,1995,0
0,1150000,3.0,4,3,2.0,11,3040,1120,4160,3780,13170,13148,0,0,2001,0
0,2575000,3.0,5,4,1.0,10,3660,1120,4780,4660,20440,20440,0,0,1975,0
0,940000,2.5,4,3,1.0,10,3160,0,3160,3900,39960,36444,0,0,1980,0
0,185000,1.75,5,3,1.0,7,1990,0,1990,2240,27810,20000,0,0,1955,0
0,315000,2.5,4,3,2.0,7,1970,0,1970,1840,5190,5564,0,0,2002,0
0,286300,2.75,3,3,1.0,8,1260,740,2000,2130,6405,6510,0,0,1964,0
0,625000,2.5,4,3,2.0,9,3190,0,3190,2810,27806,28619,0,0,1997,0
0,239950,1.75,3,3,1.0,7,1170,500,1670,1740,6900,7000,0,0,1978,0
0,249000,1.0,3,4,1.0,6,1090,0,1090,1910,10296,10296,0,0,1950,0
0,395000,3.0,4,3,2.0,9,2500,0,2500,2700,6278,7200,0,0,2002,0
0,839900,2.5,4,3,2.0,9,3420,0,3420,3080,7462,8031,0,0,2002,0
0,760000,2.5,4,3,2.0,8,2850,0,2850,1720,11000,11000,0,0,1998,0
0,501000,1.75,2,3,1.0,8,1170,640,1810,2090,7523,7523,0,0,1962,1980
0,685650,1.75,3,5,1.0,8,1490,0,1490,2070,16200,16200,0,0,1958,0
0,275000,1.5,3,4,1.0,7,1030,0,1030,1330,7184,7262,0,0,1968,0
0,319950,1.75,4,4,1.0,7,1650,660,2310,1790,8045,8086,0,0,1976,0
0,365000,2.5,3,4,2.0,8,2470,0,2470,2400,7700,7700,0,0,1990,0
0,681500,2.75,5,3,1.0,8,1630,1630,3260,2860,11700,11700,0,0,1964,0
0,185000,1.75,3,3,1.0,7,1500,0,1500,1490,7800,7800,0,0,1968,0
0,445000,1.75,4,5,1.0,6,1250,0,1250,990,7400,7600,0,0,1959,0
0,1400000,3.0,5,4,1.0,9,2290,1560,3850,3010,14990,15001,0,0,1964,0
0,225000,1.5,4,3,1.5,6,1950,0,1950,1950,12559,9178,0,0,1939,0
0,250000,1.75,3,4,1.0,7,1140,0,1140,1280,10400,9800,0,0,1983,0
0,263000,2.25,3,4,2.0,7,1590,0,1590,1590,7748,7606,0,0,1991,0
0,185000,1.0,3,4,1.5,7,1240,0,1240,1170,9198,8970,0,0,1959,0
0,920000,2.5,4,3,2.0,10,3470,0,3470,4370,10045,12359,0,0,1993,0
0,936000,3.75,7,3,2.0,10,3640,1460,5100,3350,21802,10005,0,0,2001,0
0,1500000,1.75,3,4,1.0,8,1340,1090,2430,2930,12757,12450,2,0,1952,0
0,247000,2.5,3,3,1.0,7,1150,360,1510,1810,10875,9916,0,0,1990,0
0,257000,1.5,4,3,2.0,7,1400,0,1400,1580,8500,7650,0,0,1975,0
0,312500,0.5,4,3,2.0,8,2300,0,2300,1820,5570,6371,0,0,1996,0
0,1060000,2.75,3,4,1.5,10,2700,0,2700,3390,22343,15682,1,0,1977,0
0,350500,2.5,2,3,1.0,7,1770,0,1770,1770,4950,4500,0,0,2003,0
0,215000,2.0,3,3,1.0,7,1290,0,1290,1650,9312,7300,0,0,1947,0
0,270000,2.25,3,4,1.0,7,1130,290,1420,1460,7800,7800,0,0,1985,0
0,585000,2.0,5,3,1.0,8,1280,1280,2560,2200,14467,10267,0,0,1960,0
0,401000,1.5,2,4,2.0,7,1260,0,1260,1260,2625,2625,0,0,1983,0
0,655000,2.25,4,4,1.0,8,1890,530,2420,1740,7725,7944,0,0,1972,0
0,617000,2.5,3,3,2.0,8,1910,0,1910,1530,4488,3696,0,0,1998,0
0,140000,1.0,3,4,1.0,7,1090,0,1090,1380,10114,7800,0,0,1955,0
0,661000,1.75,4,5,1.0,8,1670,0,1670,2360,13125,12500,0,0,1973,0
0,697000,1.75,4,5,1.0,8,1670,0,1670,2360,13125,12500,0,0,1973,0
0,1195000,2.75,5,5,2.0,9,2750,900,3650,2900,13297,11568,0,0,1969,0
0,450000,2.25,3,4,1.0,8,1180,560,1740,1880,9488,8615,0,0,1977,0
0,699000,2.0,3,3,2.0,9,2010,0,2010,1640,4320,5225,2,0,1999,0
0,725000,2.5,4,3,2.0,9,3270,0,3270,2740,6055,7367,0,0,2007,0
0,216300,2.5,3,3,2.0,8,1650,0,1650,1720,5000,5000,0,0,1985,0
0,410000,2.75,4,4,1.0,7,1260,960,2220,1580,8450,8450,0,0,1983,0
0,210000,2.25,4,3,2.0,7,1500,0,1500,1700,5393,5917,0,0,1999,0
0,249500,1.5,4,4,1.0,7,1170,950,2120,1790,8554,8554,0,0,1977,0
0,325000,2.5,4,4,2.0,8,2240,0,2240,1920,5105,5288,0,0,2002,0
0,257000,1.75,3,4,1.0,7,1070,470,1540,1240,8223,8113,0,0,1987,0
0,630000,2.5,4,3,2.0,8,3220,0,3220,2550,14463,12109,0,0,1978,0
0,320000,1.5,4,5,1.0,7,1010,1010,2020,1720,8474,8166,0,0,1962,0
0,1110000,2.5,4,5,1.0,8,2100,890,2990,2270,8640,8800,0,0,1959,0
0,1595000,3.0,5,3,2.0,10,2540,1100,3640,3330,8239,10643,3,0,1982,0
0,315000,2.5,3,3,2.0,8,2240,0,2240,2240,6097,5574,0,0,2002,0
0,279900,1.75,3,3,1.0,7,1580,0,1580,1580,6620,8137,0,0,1988,0
0,599000,2.25,4,4,2.0,8,1400,860,2260,2770,29930,29930,0,0,1977,0
0,585000,1.75,2,4,1.0,7,1070,760,1830,1570,7200,6000,2,0,1949,0
0,400000,2.0,6,4,2.0,8,2320,0,2320,2540,210830,217800,0,0,1962,0
0,555000,2.25,4,4,1.0,8,1430,920,2350,2640,8140,8700,0,0,1977,0
0,479000,2.5,4,3,2.0,8,2370,0,2370,2870,30378,34834,0,0,1996,0
0,247000,2.0,5,5,1.0,7,1060,530,1590,1460,9350,8210,0,0,1962,0
0,219950,1.5,3,3,1.0,7,1090,560,1650,1560,9936,9890,0,0,1967,0
0,375000,1.5,3,3,1.0,6,1110,0,1110,1670,5500,6600,0,0,1940,1997
0,815000,1.75,4,5,1.0,9,1560,1410,2970,3310,14880,13388,4,0,1962,0
0,744000,2.5,4,3,2.0,8,2200,940,3140,2860,7260,8186,0,0,2004,0
0,460000,2.25,4,4,2.0,9,2690,0,2690,2570,36114,35091,0,0,1986,0
0,195000,1.0,3,4,1.0,6,1300,0,1300,1150,9600,10222,0,0,1975,0
0,1110000,1.5,4,3,1.0,7,1890,420,2310,2840,13300,12744,0,0,1950,0
0,367400,1.5,4,3,1.0,7,1280,0,1280,1310,7400,7400,0,0,1958,0
0,667000,2.25,5,4,1.0,8,1870,690,2560,2070,10360,7875,0,0,1966,0
0,200000,1.0,2,4,1.0,6,920,0,920,1210,5250,5250,0,0,1906,0
0,452000,2.0,3,4,1.0,6,1270,1000,2270,2210,148975,17388,0,0,1900,1980
0,601500,1.75,3,3,1.0,8,1460,0,1460,2240,10128,10154,0,0,1968,2000
0,340000,2.5,4,3,2.0,9,2810,0,2810,2660,6481,6958,0,0,1998,0
0,310000,2.5,3,3,2.0,8,2370,0,2370,1870,6752,7455,0,0,1994,0
0,290000,1.75,2,3,1.0,8,1700,0,1700,1700,18000,8225,0,0,1972,0
0,200000,1.0,2,5,1.0,6,860,0,860,1030,6600,6732,0,0,1949,0
0,479900,2.0,3,3,1.0,9,1980,0,1980,2200,12150,12150,0,0,1994,0
0,400000,2.5,3,3,2.0,9,2080,0,2080,2550,7877,7660,0,0,1987,0
0,219950,1.0,3,4,1.0,7,1060,0,1060,1130,10042,10925,0,0,1957,0
0,626000,1.75,4,4,1.0,7,1350,0,1350,1890,9293,9293,0,0,1954,0
0,289000,2.5,3,3,2.0,8,2090,0,2090,2740,4700,5040,0,0,2002,0
0,240000,2.0,3,4,1.0,7,1300,0,1300,1630,5000,7500,0,0,1983,0
0,382500,2.5,4,3,2.0,8,2210,0,2210,1970,7079,7000,0,0,1993,0
0,511555,2.0,3,4,1.0,7,1400,0,1400,1600,7293,7960,0,0,1963,0
0,2135000,3.25,4,4,1.0,10,2630,1230,3860,4590,17820,23760,4,0,1975,0
0,225000,1.0,3,3,1.0,6,1040,0,1040,1100,6535,6535,0,0,1947,0
0,242000,1.75,3,4,1.0,7,1300,0,1300,1400,9856,9600,0,0,1962,0
0,749000,2.5,3,3,2.0,9,2670,0,2670,2670,10338,8866,0,0,1987,0
0,260000,2.5,3,3,2.0,7,1520,0,1520,1670,6298,7207,0,0,1986,0
0,335000,2.25,4,4,1.0,7,1050,1050,2100,1760,7305,7308,0,0,1963,0
0,115000,2.0,1,4,1.0,7,1150,0,1150,1200,9812,9812,0,0,1962,0
0,227000,2.0,1,4,1.0,7,1150,0,1150,1200,9812,9812,0,0,1962,0
0,1190000,2.5,4,4,1.5,11,3480,0,3480,3960,12164,16855,0,0,1984,0
0,375000,2.5,4,3,2.0,9,2800,0,2800,2960,5000,5092,0,0,2006,0
0,902000,2.75,3,3,1.0,8,1620,1620,3240,2700,7200,7200,2,0,1960,0
0,269500,1.5,2,4,1.0,6,940,540,1480,1090,7276,6710,0,0,1978,0
0,1450000,3.5,4,3,2.0,10,2880,840,3720,2080,8301,9676,0,0,2008,0
0,615000,2.5,3,3,2.0,8,1910,0,1910,2240,3427,3720,0,0,2001,0
0,250000,2.0,4,4,1.5,7,2120,0,2120,1720,8701,8527,0,0,1960,0
0,265500,1.0,3,3,1.0,7,1860,0,1860,1740,9225,12204,0,0,1957,0
0,310000,2.25,4,3,2.0,8,2192,0,2192,1914,12128,4649,0,0,2006,0
0,324500,2.5,3,3,2.0,7,1590,0,1590,2160,4108,3912,0,0,2003,0
0,525000,2.5,4,3,2.0,10,3670,0,3670,3300,9958,10679,0,0,2005,0
0,549000,2.25,4,4,1.0,8,1350,1070,2420,2160,59800,17598,0,0,1985,0
0,197400,2.0,3,4,1.0,7,1110,500,1610,1920,7575,8400,0,0,1965,0
0,267000,2.5,3,4,2.0,8,1760,0,1760,1890,6477,6800,0,0,1986,0
0,225000,1.0,3,3,1.0,7,980,430,1410,1510,7700,7700,0,0,1962,0
0,640000,2.25,3,3,1.0,8,1980,0,1980,2800,10115,10143,0,0,1959,0
0,710000,3.5,3,3,2.0,7,1990,450,2440,2440,3427,2601,0,0,2000,0
0,128750,1.0,3,3,1.0,5,880,0,880,880,7004,7828,0,0,1950,0
0,465000,2.25,3,3,1.0,7,1240,680,1920,1920,7300,7700,0,0,1961,0
0,994000,2.5,4,4,2.0,10,3470,0,3470,3360,20445,21950,0,0,1963,0
0,359950,2.0,3,4,1.0,8,1790,0,1790,2330,7212,7212,0,0,1998,0
0,495000,2.5,4,3,2.0,8,2460,0,2460,2510,4774,4399,0,0,2006,0
